0,1,2,3,4,5,6,7,8,9
Li,Eu,Ge,O,,,,,,
Cs,Bi,O,,,,,,,
Y,Ge,Pt,O,,,,,,
Rb,Sr,P,O,O,,,,,
K,Mg,Cl,O,,,,,,
Gd,Te,Cl,O,O,,,,,
Hg,H,O,F,O,,,,,
K,In,Cl,O,,,,,,
Na,Nb,O,O,,,,,,
Te,V,Sc,O,O,,,,,
Mo,O,O,,,,,,,
Li,Cu,O,O,,,,,,
Sb,Te,Se,O,,,,,,
Rb,Sn,S,O,,,,,,
Na,Ni,I,O,O,,,,,
Nb,B,O,,,,,,,
Mn,B,Br,O,O,,,,,
Na,W,O,O,,,,,,
Ce,Al,Pd,O,,,,,,
Zr,Rh,O,,,,,,,
Yb,Ni,O,,,,,,,
Mn,P,O,O,,,,,,
Ce,S,O,O,,,,,,
Ca,In,Ni,O,,,,,,
W,S,Fe,La,O,O,,,,
Mo,C,O,,,,,,,
Li,I,O,,,,,,,
W,O,O,,,,,,,
H,S,N,O,O,,,,,
Cd,Cu,Sn,S,O,,,,,
Ni,Si,O,O,,,,,,
Pr,Br,C,O,,,,,,
K,N,O,,,,,,,
Nd,Os,O,O,,,,,,
Lu,B,Os,O,,,,,,
Y,Ni,Ge,O,,,,,,
Na,B,Pb,O,O,,,,,
Bi,Pd,Se,O,,,,,,
Y,Re,B,O,,,,,,
Ba,Zn,O,,,,,,,
Cd,Pd,O,,,,,,,
Ce,Mn,Si,O,,,,,,
Mo,O,Cs,Co,O,,,,,
O,Nb,B,Rb,O,,,,,
Eu,Mo,O,O,,,,,,
Co,B,Al,O,,,,,,
Al,C,N,O,,,,,,
Ta,Co,B,O,,,,,,
Ba,Ge,Au,O,,,,,,
In,O,O,,,,,,,
Pr,Mg,Ga,O,,,,,,
Tm,Ni,B,O,,,,,,
Zn,Si,P,O,,,,,,
Lu,Li,Ge,O,,,,,,
Er,Al,Ni,O,,,,,,
H,O,Co,O,,,,,,
Tm,Cd,O,,,,,,,
Cu,Se,O,O,,,,,,
Tb,Ir,O,,,,,,,
N,Ag,Mn,C,K,O,,,,
Ag,Bi,S,O,,,,,,
Yb,Ge,Pt,O,,,,,,
Ag,C,O,O,,,,,,
Ce,Fe,Co,O,,,,,,
Ta,Cl,F,O,,,,,,
Fe,Ni,N,O,,,,,,
Cd,P,O,K,O,,,,,
Ni,As,O,O,,,,,,
Nd,Rh,O,,,,,,,
Pr,Mn,S,O,,,,,,
Cd,O,B,Rb,O,,,,,
Ba,Pr,Mn,O,O,,,,,
Cr,Pt,O,,,,,,,
La,In,N,O,,,,,,
Mg,Si,H,O,O,,,,,
Al,V,O,,,,,,,
Li,P,H,N,O,O,,,,
Ti,Al,Pt,O,,,,,,
Zn,Te,O,,,,,,,
Rb,P,N,O,O,,,,,
Ca,Cu,As,O,O,,,,,
Cu,H,O,Cl,O,,,,,
Ti,In,O,,,,,,,
Rb,As,H,O,O,,,,,
Ba,B,As,O,O,,,,,
Hf,Sn,Rh,O,,,,,,
Nd,S,Tm,O,,,,,,
Pr,Si,Rh,O,,,,,,
Ho,In,Ni,O,,,,,,
Ba,Ga,S,O,,,,,,
Ti,Cd,O,O,,,,,,
Co,S,Na,H,O,O,,,,
H,N,O,O,,,,,,
Sr,Li,O,B,O,,,,,
K,Na,S,O,O,,,,,
Zn,S,O,,,,,,,
In,H,C,Se,O,O,,,,
Si,Br,O,,,,,,,
Li,Cr,F,O,,,,,,
Ba,Pr,I,O,,,,,,
Pr,Mg,O,,,,,,,
Ce,Pd,Pb,O,,,,,,
Dy,Ge,Pd,O,,,,,,
Al,H,O,O,,,,,,
Zr,Al,O,,,,,,,
Pr,Tl,P,S,O,,,,,
Y,In,Pd,O,,,,,,
Ba,Ge,As,O,,,,,,
Sn,Ce,Cu,O,,,,,,
Sm,Mg,Ir,O,O,,,,,
Ba,La,Cu,B,O,O,,,,
O,Te,P,H,K,O,,,,
Th,Na,As,O,O,,,,,
Dy,Ga,Ni,O,,,,,,
In,Si,H,C,O,O,,,,
Nb,Tl,O,,,,,,,
Mo,Y,O,Se,O,,,,,
Cs,Br,F,O,,,,,,
Rb,Ta,O,O,,,,,,
Cr,Ga,O,,,,,,,
In,As,Pd,O,,,,,,
U,Cu,Ag,O,,,,,,
Ba,Lu,Co,O,O,,,,,
Ta,Cl,O,,,,,,,
Ce,P,S,O,,,,,,
Fe,P,O,O,,,,,,
Rb,Ge,Bi,S,O,,,,,
Rb,Co,I,O,,,,,,
Ag,O,Hg,Ba,O,,,,,
Na,N,O,O,,,,,,
Tm,Ge,Pt,O,,,,,,
Ga,Co,O,,,,,,,
Sn,P,N,O,O,,,,,
N,H,Cl,Zn,O,,,,,
Rb,Cu,Sb,S,O,,,,,
Gd,Cr,B,O,,,,,,
Sm,In,Ni,O,,,,,,
N,F,U,O,C,As,O,,,
Mn,Bi,O,O,,,,,,
K,V,P,S,O,,,,,
Ta,Ge,O,,,,,,,
Bi,S,Cu,Cs,O,,,,,
Gd,Se,N,O,O,,,,,
Mg,Tl,O,,,,,,,
Hg,P,Cl,O,O,,,,,
Ba,Fe,Cu,F,O,,,,,
Co,W,C,O,,,,,,
K,U,Co,P,O,O,,,,
Ce,Ir,O,,,,,,,
Tb,Mn,C,O,,,,,,
K,H,Rh,C,N,O,O,,,
Sm,Sb,Au,O,,,,,,
Ba,Zn,Hg,O,,,,,,
Na,Sr,Si,O,O,,,,,
Ta,P,Cl,O,,,,,,
Mg,Si,H,O,O,,,,,
V,P,O,Cs,O,,,,,
P,O,Sc,O,,,,,,
Dy,Cu,Si,O,,,,,,
Ir,Br,Se,O,,,,,,
N,Rb,H,Al,O,,,,,
W,Co,Cl,O,,,,,,
Gd,Co,B,O,,,,,,
N,Co,S,H,O,O,,,,
K,Ni,S,O,,,,,,
V,Br,O,O,,,,,,
Ce,Cd,Cu,O,,,,,,
K,H,S,O,,,,,,
Pu,Te,O,,,,,,,
Eu,Al,F,O,,,,,,
Dy,Rh,O,,,,,,,
Ag,H,N,F,O,,,,,
Nd,Cu,Ge,Se,O,,,,,
Cr,Te,Rh,O,,,,,,
Pr,Ge,B,O,O,,,,,
U,Fe,P,O,,,,,,
Cr,Cu,O,O,,,,,,
Fe,Cu,Si,S,O,,,,,
Ba,F,Y,O,C,O,,,,
Y,Er,Al,O,,,,,,
La,F,O,,,,,,,
Dy,Al,O,,,,,,,
K,Mo,Se,O,O,,,,,
Ba,Nd,Ru,O,O,,,,,
W,Re,O,Ba,O,,,,,
Al,Fe,P,O,O,,,,,
Dy,Ni,B,O,,,,,,
Cs,P,O,,,,,,,
La,Ru,O,,,,,,,
Pr,Tl,O,,,,,,,
Hf,Sb,Pd,O,,,,,,
Tl,O,O,,,,,,,
Tc,As,O,,,,,,,
Ba,Mn,Re,O,O,,,,,
Lu,In,Ni,O,,,,,,
Na,Zn,As,O,O,,,,,
Mg,Zr,O,,,,,,,
Li,O,B,Ba,H,O,,,,
Sc,Co,C,O,,,,,,
Ir,Si,Y,O,,,,,,
Yb,Au,O,,,,,,,
Ba,In,F,O,,,,,,
Lu,P,O,O,,,,,,
Mn,W,C,O,,,,,,
Si,B,O,,,,,,,
Li,Cd,Sn,S,O,,,,,
Na,Si,Te,O,,,,,,
Nd,P,Co,O,,,,,,
Eu,Mn,O,O,,,,,,
K,Cl,O,O,,,,,,
Ge,La,Rh,O,,,,,,
Rb,P,H,Se,O,O,,,,
Ba,Zn,F,O,,,,,,
Mn,Cl,Sn,O,C,O,,,,
Nd,C,O,,,,,,,
Ba,Na,Li,H,O,,,,,
Li,Mo,O,O,,,,,,
K,Se,O,,,,,,,
V,O,Pb,Bi,O,,,,,
Cd,H,C,N,Cl,O,O,,,
Ba,Nd,In,Se,O,,,,,
Th,Ru,B,O,,,,,,
Ca,Al,Si,O,O,,,,,
Cu,O,,,,,,,,
B,O,O,,,,,,,
K,Mn,H,S,O,O,,,,
Cu,Ge,S,O,,,,,,
Tb,Mg,Co,O,,,,,,
Nd,Si,Ni,O,,,,,,
Ge,S,F,O,,,,,,
Ag,Pb,Br,O,O,,,,,
Sc,Cl,O,,,,,,,
Cs,Nb,S,Cl,O,,,,,
Cs,Te,Mo,O,,,,,,
Ta,Tl,P,H,O,O,,,,
K,Gd,H,S,O,O,,,,
Lu,Ag,Te,O,,,,,,
Ti,Al,Rh,O,,,,,,
Y,Mn,Au,O,,,,,,
Pu,Co,O,,,,,,,
Pt,Pb,O,O,,,,,,
Tb,Ir,Br,O,,,,,,
Cs,Cu,Sb,Se,O,,,,,
Ge,Eu,Pt,O,,,,,,
Ca,Fe,W,O,O,,,,,
Ta,N,Cl,O,,,,,,
Al,S,O,,,,,,,
Cu,S,O,O,,,,,,
Mo,Ni,O,Cs,O,,,,,
Sr,Fe,Cl,O,O,,,,,
Cd,I,O,,,,,,,
La,Co,Ge,O,,,,,,
Yb,Cu,Sb,O,,,,,,
Ba,Eu,Ti,Cu,O,O,,,,
La,Br,O,O,,,,,,
Pr,P,O,,,,,,,
Cu,Te,O,O,,,,,,
O,Na,Mo,Te,H,O,,,,
Sm,Ge,O,,,,,,,
Lu,V,O,O,,,,,,
N,K,C,Hg,O,,,,,
Sb,H,N,F,O,,,,,
Cu,Hg,As,Br,O,,,,,
Ba,Na,As,Ru,O,O,,,,
Cu,P,S,Br,O,,,,,
Lu,Si,Cu,O,,,,,,
Tm,Mn,O,,,,,,,
Ni,Mo,P,O,,,,,,
Np,S,O,,,,,,,
Li,O,B,In,O,,,,,
Bi,Xe,F,O,,,,,,
Fe,O,C,K,O,,,,,
I,N,O,O,,,,,,
Na,Ca,Be,Si,O,F,O,,,
Cd,I,O,O,,,,,,
Sm,Mo,Cl,O,O,,,,,
Ce,B,H,Cl,O,O,,,,
Rb,Mo,Br,O,,,,,,
O,S,Ba,O,,,,,,
Ce,Si,Pt,O,,,,,,
Ni,H,O,,,,,,,
Er,Fe,O,,,,,,,
Mo,N,O,F,O,,,,,
N,Si,Mo,H,O,C,O,,,
Nd,Co,O,,,,,,,
Ti,Fe,S,O,,,,,,
Na,Ga,O,,,,,,,
Sm,Zn,O,,,,,,,
Cu,B,Cl,O,O,,,,,
Nb,S,O,,,,,,,
Ca,Zn,Sb,O,,,,,,
Na,Al,B,O,O,,,,,
N,Mn,H,Na,O,,,,,
Tb,Co,Ge,O,,,,,,
Ba,Rh,F,O,,,,,,
Y,O,B,Co,O,,,,,
K,Br,O,O,,,,,,
In,Ir,O,,,,,,,
Cs,V,O,F,O,,,,,
Al,H,O,O,,,,,,
Te,H,O,Cs,O,,,,,
Si,O,O,,,,,,,
Nd,Zn,Sn,O,,,,,,
P,O,Zn,Rb,O,,,,,
Mn,P,H,O,O,,,,,
Tb,In,S,O,,,,,,
Lu,Ge,Co,O,,,,,,
Al,Si,O,O,,,,,,
Tb,Mg,Ni,O,,,,,,
Cu,Ag,S,O,,,,,,
Cl,F,Bi,H,K,O,,,,
V,P,O,O,,,,,,
N,C,Br,S,O,,,,,
Ba,Zr,Se,O,,,,,,
Ca,In,Cu,O,,,,,,
La,Cr,Sb,O,,,,,,
P,O,O,,,,,,,
Tm,S,O,,,,,,,
K,P,H,O,O,,,,,
Li,H,N,O,,,,,,
Zn,Si,Ni,O,,,,,,
Rb,Si,Bi,S,O,,,,,
Mn,Si,Rh,O,,,,,,
Dy,Mo,Br,O,O,,,,,
Mg,Ir,O,,,,,,,
Mo,Sm,O,Cu,O,,,,,
Cu,Si,O,O,,,,,,
Ba,Cu,As,O,O,,,,,
Cr,Cu,Tl,O,Sr,O,,,,
Mg,P,O,C,O,,,,,
Sr,Pb,O,,,,,,,
Lu,Si,O,O,,,,,,
Ni,P,O,O,,,,,,
Zn,S,O,,,,,,,
Tb,W,Br,O,O,,,,,
Mg,Si,Na,F,O,K,O,,,
Pr,S,O,,,,,,,
Zr,Co,F,O,,,,,,
Er,Pt,F,O,,,,,,
Cl,O,O,,,,,,,
In,Cu,Se,O,,,,,,
La,H,S,N,O,O,,,,
Sr,Si,O,,,,,,,
Yb,Al,Ge,O,,,,,,
Na,Ag,O,O,,,,,,
Ce,Pd,O,,,,,,,
H,Pb,C,S,N,O,O,,,
Te,Ag,Tl,O,,,,,,
Ba,Bi,O,,,,,,,
Cu,I,O,,,,,,,
Ti,P,O,,,,,,,
Mn,Si,O,O,,,,,,
Ho,Rh,O,,,,,,,
P,Hg,Cl,Ga,O,,,,,
Ta,P,O,O,,,,,,
K,Na,Cr,O,O,,,,,
Sm,Ge,Rh,O,,,,,,
Gd,Re,C,O,,,,,,
N,Se,U,O,C,O,,,,
Dy,Cd,Ge,O,,,,,,
Rb,V,Cd,O,O,,,,,
Na,Cd,Cl,O,,,,,,
Tb,W,C,O,,,,,,
Si,Ti,O,Cs,O,,,,,
Rb,Cr,F,O,,,,,,
La,Ni,Pb,O,,,,,,
B,H,S,O,O,,,,,
Rb,Ag,F,O,,,,,,
C,S,Mo,H,O,Br,O,,,
Li,Al,B,O,O,,,,,
Dy,Ti,Si,O,,,,,,
Tl,Fe,I,O,,,,,,
Rb,Si,F,O,,,,,,
Mg,Mn,H,O,,,,,,
La,Zr,O,O,,,,,,
Pr,H,S,N,O,O,,,,
Gd,Si,Ni,O,,,,,,
N,H,O,S,O,,,,,
Si,N,O,,,,,,,
Zr,P,W,O,O,,,,,
Bi,O,Cu,Se,O,,,,,
Li,Al,O,,,,,,,
Bi,Rh,Br,O,,,,,,
Zr,Si,Ni,O,,,,,,
N,Cl,Hg,H,C,O,,,,
Nb,Al,Ni,O,,,,,,
K,C,O,,,,,,,
Eu,Ga,P,O,,,,,,
Sn,Ir,O,,,,,,,
Tb,Ge,Pt,O,,,,,,
Ti,Al,Pt,O,,,,,,
Sr,Li,Ta,N,F,O,,,,
Rb,Tl,Cl,O,O,,,,,
H,Mn,O,C,O,,,,,
V,Ag,As,O,O,,,,,
Y,O,B,Al,O,,,,,
K,Cd,Sb,O,,,,,,
Dy,Os,O,,,,,,,
La,O,Sb,O,,,,,,
Ga,Cu,O,,,,,,,
Cs,Ho,S,Cl,O,,,,,
Li,Ca,Si,O,O,,,,,
Sr,O,Cl,O,,,,,,
Pr,S,O,O,,,,,,
Cu,H,N,F,O,,,,,
V,Te,O,,,,,,,
C,Cl,O,,,,,,,
Sm,Co,Ni,B,O,,,,,
Mo,Bi,S,O,,,,,,
Cs,Au,Cl,O,,,,,,
Nb,C,S,O,,,,,,
Ho,P,O,K,Cs,O,,,,
Nb,H,C,N,O,O,,,,
Sr,Cu,O,O,,,,,,
Li,O,B,Rb,O,,,,,
Se,Al,H,O,Cs,O,,,,
Sc,In,N,O,,,,,,
Ce,Fe,S,O,,,,,,
Ag,I,O,,,,,,,
Ce,Cd,Pd,O,,,,,,
La,P,Rh,O,,,,,,
N,Hg,O,Cl,O,,,,,
Ba,La,Sb,O,O,,,,,
Lu,Ni,O,,,,,,,
Ho,Cd,O,,,,,,,
Rb,O,,,,,,,,
Hf,In,Pd,O,,,,,,
K,Ca,Si,O,O,,,,,
K,Li,Ge,O,O,,,,,
Mo,Er,Se,O,,,,,,
Ca,As,Xe,F,O,,,,,
Dy,H,S,O,O,,,,,
Ba,As,Pt,O,,,,,,
Sm,Ge,Ir,O,,,,,,
Al,Hg,Sb,Cl,O,,,,,
La,C,Cl,O,,,,,,
Sr,In,Pb,O,,,,,,
Ba,La,Ge,Sb,Se,O,,,,
Pb,S,O,,,,,,,
Np,O,C,Na,O,,,,,
Mg,V,Bi,O,O,,,,,
K,Rb,Gd,V,O,O,,,,
Ce,Rh,C,O,,,,,,
Ba,Fe,Se,O,,,,,,
Yb,Cl,O,O,,,,,,
Cs,Ho,Te,O,,,,,,
Fe,H,C,N,Cl,O,O,,,
Ce,Co,Ge,O,,,,,,
Rb,Fe,H,Cl,O,O,,,,
N,S,Ni,H,O,C,O,,,
W,Cl,O,O,,,,,,
Rb,Te,O,,,,,,,
P,O,In,O,,,,,,
V,Co,B,O,,,,,,
Sm,Fe,Si,O,,,,,,
Zr,O,O,,,,,,,
Rb,Si,O,O,,,,,,
N,Hg,F,Te,C,O,,,,
P,H,O,Mn,O,,,,,
Tc,S,Cl,H,O,C,O,,,
Li,Ti,O,O,,,,,,
Ti,Tb,Ga,O,,,,,,
Sr,Si,O,O,,,,,,
K,Zr,Cl,O,,,,,,
Tb,Cu,O,,,,,,,
Na,I,O,O,,,,,,
Ca,Nb,O,O,,,,,,
Sn,S,O,,,,,,,
Mg,Ca,P,O,O,,,,,
Ta,Te,Pd,O,,,,,,
K,Ni,F,O,,,,,,
Ba,O,,,,,,,,
Si,P,O,Nb,K,O,,,,
Ti,Ni,Se,O,,,,,,
K,Zr,F,O,,,,,,
Zn,S,O,,,,,,,
Dy,Ti,Cl,O,O,,,,,
Na,H,P,O,C,Zn,O,,,
K,Ir,Br,N,O,O,,,,
Bi,B,O,O,,,,,,
N,Be,H,F,O,,,,,
Ba,Na,Ir,O,O,,,,,
Mn,Sb,O,O,,,,,,
La,Pt,O,,,,,,,
Si,Mn,O,Na,O,,,,,
S,N,Cl,O,,,,,,
Dy,Nb,S,O,O,,,,,
Mn,Al,Co,O,,,,,,
N,P,O,C,Zn,O,,,,
Zn,As,H,Pb,O,O,,,,
Al,P,O,O,,,,,,
W,Ag,O,In,O,,,,,
La,Fe,O,O,,,,,,
Sm,P,O,Na,O,,,,,
K,Hg,Sb,O,,,,,,
Na,Al,Si,Br,O,O,,,,
Ca,Al,H,O,O,,,,,
Na,O,O,,,,,,,
K,Yb,Si,O,O,,,,,
Mo,Eu,S,O,,,,,,
Tb,C,B,O,,,,,,
Si,O,O,,,,,,,
Li,H,B,O,O,,,,,
Ba,Te,Mo,O,O,,,,,
Bi,N,O,O,,,,,,
N,Xe,O,F,O,,,,,
Pd,Y,O,O,,,,,,
Tb,Fe,Bi,O,,,,,,
Ta,Ni,O,,,,,,,
Gd,O,S,O,,,,,,
K,W,Cl,O,O,,,,,
Gd,Br,O,,,,,,,
Rb,Hf,F,O,,,,,,
Cr,Ge,Er,O,,,,,,
Na,Fe,P,O,O,,,,,
Ba,Y,Si,O,F,O,,,,
Na,Zr,P,C,O,O,,,,
Ca,Ga,As,O,,,,,,
N,H,P,O,C,Zn,O,,,
Tm,Zn,Pd,O,,,,,,
Na,Sr,Nb,O,O,,,,,
Yb,Au,O,,,,,,,
Fe,As,O,,,,,,,
Zn,S,O,,,,,,,
V,Mn,O,Pb,O,,,,,
Yb,Pb,O,O,,,,,,
Mg,O,P,H,Zn,O,,,,
Dy,Ni,C,O,,,,,,
N,O,C,Hg,O,,,,,
K,Fe,F,O,,,,,,
Ru,Cl,Ge,O,C,O,,,,
P,H,N,O,O,,,,,
Co,Mo,O,O,,,,,,
Fe,Ag,P,O,O,,,,,
Ge,Li,Tm,O,,,,,,
K,Pt,C,O,,,,,,
Sm,Se,O,,,,,,,
Nb,Ni,P,O,,,,,,
La,Os,C,O,,,,,,
Mn,O,B,Ba,O,,,,,
Pb,Cl,O,O,,,,,,
Ag,W,O,O,,,,,,
N,Cd,H,O,,,,,,
Ba,H,I,O,,,,,,
Gd,Ba,Se,O,,,,,,
Pr,Sn,O,O,,,,,,
Sr,Ni,Te,O,O,,,,,
Pb,W,O,O,,,,,,
Nd,P,Co,O,,,,,,
N,Co,Pb,O,Rb,O,,,,
Nd,Ga,Ni,O,,,,,,
La,Sn,Rh,O,,,,,,
Rb,Tl,F,O,,,,,,
Sr,Mn,O,O,,,,,,
Fe,O,Ba,O,,,,,,
Sm,Rh,O,,,,,,,
K,Nb,S,O,,,,,,
Na,Ti,P,O,O,,,,,
Rb,Cr,S,O,,,,,,
K,Cr,Ni,O,O,,,,,
Rb,Mn,F,O,,,,,,
Nd,Ni,O,O,,,,,,
Nd,Nb,O,O,,,,,,
N,H,C,K,O,,,,,
La,Mn,V,O,O,,,,,
Cd,H,B,O,,,,,,
In,Ag,Te,O,,,,,,
Nd,Al,O,,,,,,,
Na,Zr,Si,Cl,O,O,,,,
Ca,Sn,O,O,,,,,,
Sr,Al,O,O,,,,,,
P,O,K,F,O,,,,,
K,Ni,P,H,O,O,,,,
C,S,N,F,O,,,,,
Pr,Mn,O,O,,,,,,
Ta,Bi,O,O,,,,,,
Cr,As,N,O,O,,,,,
Y,O,S,O,,,,,,
Ca,Si,P,O,,,,,,
Sm,Si,Se,O,O,,,,,
K,H,Gd,B,O,,,,,
Li,Cu,Ba,O,C,O,,,,
Pu,Ga,O,,,,,,,
Ba,P,O,,,,,,,
Gd,Co,B,O,,,,,,
Ta,Te,Cl,O,O,,,,,
N,O,Ce,O,,,,,,
B,H,C,N,O,O,,,,
Nb,Zn,O,O,,,,,,
Cs,Hg,S,O,,,,,,
Tb,Al,Si,O,,,,,,
K,Np,N,O,O,,,,,
Ca,Al,Ag,O,,,,,,
La,Si,Os,O,,,,,,
Lu,B,Os,O,,,,,,
N,Mn,F,H,P,O,O,,,
V,O,B,P,H,Cs,O,,,
Zr,Cu,S,O,,,,,,
K,Ge,Pb,O,O,,,,,
Y,Si,Cl,O,O,,,,,
W,C,U,O,,,,,,
Fe,V,O,Cu,O,,,,,
Nb,C,O,,,,,,,
Te,Dy,O,O,,,,,,
Li,Ga,Si,I,O,O,,,,
U,Te,O,O,,,,,,
Th,Ni,B,C,O,,,,,
Ce,Ge,Bi,O,,,,,,
Ca,P,H,O,O,,,,,
Cr,Si,Tb,O,,,,,,
Sc,Ni,Br,O,,,,,,
La,I,O,O,,,,,,
Rb,Cu,Cl,O,O,,,,,
Ba,As,O,,,,,,,
Li,Ca,Hg,O,,,,,,
Ti,Ni,Bi,O,,,,,,
O,Cu,U,P,H,O,,,,
U,B,Mo,O,,,,,,
Pr,Si,As,O,,,,,,
N,Li,B,Al,H,O,,,,
B,Os,W,O,,,,,,
Zn,P,H,C,N,O,O,,,
Tl,B,O,O,,,,,,
Mn,Te,O,,,,,,,
K,Pt,Se,O,,,,,,
Cr,Na,As,O,O,,,,,
Na,W,O,O,,,,,,
Ag,S,N,O,O,,,,,
Rb,Al,F,O,,,,,,
Nd,S,Br,O,,,,,,
Na,Sb,Se,O,,,,,,
Ca,Ce,C,O,F,O,,,,
Bi,O,,,,,,,,
Lu,Tl,Se,O,,,,,,
N,Ag,O,I,O,,,,,
Li,Se,N,O,,,,,,
Tl,Au,Se,O,,,,,,
Fe,H,B,O,O,,,,,
Y,Cd,Se,O,,,,,,
Cd,Si,O,Na,O,,,,,
Si,Cl,O,,,,,,,
Ba,Ge,O,,,,,,,
Mg,Si,H,O,O,,,,,
Ca,P,Al,O,,,,,,
Bi,S,Ba,O,,,,,,
Ag,Pd,Cl,O,,,,,,
Ce,Si,S,O,,,,,,
Ge,Pd,Tb,O,,,,,,
Ba,In,N,O,,,,,,
K,Mn,P,H,O,O,,,,
K,Al,O,O,,,,,,
Sc,Ga,O,,,,,,,
Ca,Mn,N,O,,,,,,
K,Eu,P,Se,O,,,,,
K,P,H,Pt,O,O,,,,
P,O,Hg,O,,,,,,
Lu,Te,O,,,,,,,
Ba,O,O,,,,,,,
Sn,Br,F,O,,,,,,
Nd,P,Au,O,O,,,,,
H,C,I,N,O,O,,,,
K,Zn,P,O,O,,,,,
Y,In,Ni,O,,,,,,
Si,B,O,,,,,,,
Nd,In,Ni,O,,,,,,
Na,Sr,Ga,As,O,,,,,
Zn,H,C,Br,O,O,,,,
K,Sc,Si,O,F,O,,,,
Lu,B,Rh,O,,,,,,
Fe,C,Se,O,O,,,,,
Tl,O,,,,,,,,
Dy,Cu,As,O,,,,,,
Sb,Pb,Cl,O,O,,,,,
Fe,Te,Br,O,,,,,,
Be,Si,O,K,O,,,,,
Fe,O,Tm,O,,,,,,
K,Bi,O,,,,,,,
Na,Li,P,O,O,,,,,
Sb,S,N,Cl,O,,,,,
Ba,Pr,Ir,O,O,,,,,
W,O,Ga,O,,,,,,
Y,Co,Cu,O,,,,,,
Mg,Ge,P,O,,,,,,
K,V,Cu,S,O,,,,,
Ti,As,O,O,,,,,,
Ba,U,Mn,S,O,,,,,
Ba,Ag,Sn,S,O,,,,,
Sr,Pu,O,O,,,,,,
Co,Te,O,,,,,,,
U,B,Os,O,,,,,,
Sr,In,Rh,O,,,,,,
Cs,Sn,Br,O,,,,,,
Tb,Bi,O,,,,,,,
Te,V,O,Al,O,,,,,
Ho,Cu,Pb,O,,,,,,
Ho,Ni,O,,,,,,,
N,Li,Eu,C,I,O,,,,
Dy,Co,B,O,,,,,,
Si,Rh,O,,,,,,,
Na,Ca,Zr,Nb,Si,O,F,O,,
Dy,Ga,Co,S,O,,,,,
Al,Fe,Si,H,O,O,,,,
Ba,Na,O,O,,,,,,
Y,S,O,,,,,,,
Hf,O,O,,,,,,,
Mn,O,Cl,Rb,O,,,,,
Ta,B,O,,,,,,,
Ti,Bi,O,O,,,,,,
Sr,Li,C,Br,N,O,,,,
Si,Cu,Th,O,,,,,,
Sr,H,B,O,O,,,,,
Sm,U,Se,O,,,,,,
B,H,N,F,O,,,,,
Tl,V,S,O,,,,,,
Ho,Cu,Si,S,O,,,,,
Er,Cr,B,O,,,,,,
Sm,In,Ni,O,,,,,,
Sr,Ce,O,O,,,,,,
K,N,O,,,,,,,
K,In,Te,Cl,O,,,,,
Ga,Rh,C,Cl,O,O,,,,
Li,Sn,O,O,,,,,,
Ca,Zn,Si,Pb,O,O,,,,
Pr,Cr,O,O,,,,,,
Ba,Eu,Zn,O,O,,,,,
Sb,Te,Se,F,O,,,,,
Cl,H,O,C,K,Rh,O,,,
Na,Co,S,O,,,,,,
Os,C,S,O,O,,,,,
Pr,Fe,Cu,O,,,,,,
Mg,N,O,,,,,,,
Sm,Cd,O,,,,,,,
P,H,O,Rb,O,,,,,
Al,Cu,O,,,,,,,
Cs,Pd,Se,O,,,,,,
N,Si,Li,Yb,H,C,O,,,
Zr,Ir,O,,,,,,,
Na,Mg,C,S,O,O,,,,
Sm,Li,P,O,O,,,,,
Rb,Ag,O,O,,,,,,
H,C,S,N,O,O,,,,
K,Li,Zn,O,O,,,,,
Cu,Sr,O,B,O,,,,,
Na,Ca,Ta,O,O,,,,,
Er,Ga,Co,O,,,,,,
Dy,Mg,O,,,,,,,
Al,Tl,Cl,O,,,,,,
Ho,Tl,Se,O,,,,,,
Tb,B,O,,,,,,,
Fe,Bi,P,O,O,,,,,
Si,Gd,Al,O,,,,,,
Nb,Zn,O,,,,,,,
Nd,Pb,C,O,,,,,,
Ca,Sn,O,O,,,,,,
Sc,Ge,Os,O,,,,,,
Bi,Rh,S,O,,,,,,
Yb,P,Ru,O,,,,,,
La,Ti,Be,S,O,,,,,
Cd,P,O,O,,,,,,
Mn,Nb,Ge,O,,,,,,
K,B,H,O,O,,,,,
La,Co,P,O,,,,,,
Tm,Al,Rh,O,,,,,,
Ba,O,B,Zn,O,,,,,
Nd,F,O,,,,,,,
Nb,Si,Ni,O,,,,,,
Zr,Ga,O,,,,,,,
P,S,Zn,O,,,,,,
In,Bi,O,O,,,,,,
Lu,Pt,O,,,,,,,
Sr,I,O,,,,,,,
Ni,S,O,O,,,,,,
K,Gd,Te,O,,,,,,
Cs,Dy,Cu,Se,O,,,,,
Dy,Fe,Si,C,O,,,,,
Ce,Ga,O,,,,,,,
S,N,F,O,,,,,,
Ca,Ti,O,O,,,,,,
Pb,O,I,Zn,O,,,,,
N,Pd,Br,O,,,,,,
Ba,Sn,Se,O,,,,,,
Sr,Cu,S,F,O,,,,,
Sm,S,N,O,,,,,,
Ca,Bi,O,,,,,,,
Cr,Te,O,,,,,,,
Si,Ba,Fe,O,Nb,O,,,,
Tc,Bi,O,O,,,,,,
Al,V,O,O,,,,,,
Nd,S,O,O,,,,,,
P,C,N,Cl,O,,,,,
La,Ni,Sn,O,,,,,,
Ce,Rh,O,,,,,,,
Pt,Cl,O,O,,,,,,
